idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
9908;3238;4;4/21/2015;Producto dañado o defectuoso;Crédito de la tienda
27603;2585;4;4/21/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
54399;10011;3;4/21/2015;Producto o tamaño incorrecto;Crédito de la tienda
98215;12295;2;4/21/2015;Producto o tamaño incorrecto;Reembolso
26423;7964;1;4/22/2015;Producto dañado o defectuoso;Crédito de la tienda
64895;5707;4;4/22/2015;Producto dañado o defectuoso;Crédito de la tienda
75749;2618;9;4/22/2015;Producto o tamaño incorrecto;Crédito de la tienda
73160;19;3;4/23/2015;Producto dañado o defectuoso;Crédito de la tienda
3593;13612;3;4/24/2015;Producto dañado o defectuoso;Reembolso
87852;1221;7;4/24/2015;Producto o tamaño incorrecto;Crédito de la tienda
89268;10256;4;4/24/2015;Producto o tamaño incorrecto;Crédito de la tienda
4924;8107;3;4/25/2015;Producto dañado o defectuoso;Intercambio por variante
44697;2032;9;4/25/2015;Producto dañado o defectuoso;Crédito de la tienda
45786;7826;7;4/25/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
63564;5270;2;4/25/2015;Producto o tamaño incorrecto;Intercambio por variante
72729;13158;3;4/25/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
90809;14710;6;4/25/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
98103;5220;1;4/25/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
6563;1018;4;4/26/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
7933;2172;2;4/26/2015;Producto dañado o defectuoso;Intercambio por variante
33868;6422;6;4/26/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
65218;12702;3;4/26/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
8672;7388;2;4/27/2015;Producto dañado o defectuoso;Crédito de la tienda
21188;4305;1;4/27/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
79700;321;4;4/27/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
89929;10235;4;4/27/2015;Producto o tamaño incorrecto;Intercambio por variante
92512;9365;6;4/27/2015;Producto dañado o defectuoso;Reembolso
71667;12253;1;4/28/2015;Producto o tamaño incorrecto;Crédito de la tienda
90815;12284;9;4/28/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
1035;8167;9;4/29/2015;Producto dañado o defectuoso;Intercambio por variante
5862;10065;1;4/29/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
95487;5688;3;4/29/2015;Cambio de idea o insatisfacción personal;Reembolso
9113;9024;1;4/30/2015;Producto o tamaño incorrecto;Crédito de la tienda
11690;5043;2;4/30/2015;Producto dañado o defectuoso;Reembolso
44155;6448;9;4/30/2015;Producto dañado o defectuoso;Intercambio por variante
87509;6688;2;4/30/2015;Producto dañado o defectuoso;Crédito de la tienda
804;12919;4;5/1/2015;Producto dañado o defectuoso;Crédito de la tienda
20542;12441;3;5/1/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
33264;2801;1;5/1/2015;Producto dañado o defectuoso;Reembolso
54635;11846;1;5/1/2015;Producto o tamaño incorrecto;Reembolso
85752;13122;4;5/1/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
94412;8089;2;5/1/2015;Producto o tamaño incorrecto;Crédito de la tienda
96761;7269;5;5/1/2015;Producto dañado o defectuoso;Intercambio por variante
633;2244;3;5/2/2015;Producto dañado o defectuoso;Crédito de la tienda
14596;4297;9;5/2/2015;Producto dañado o defectuoso;Reembolso
31785;13758;3;5/2/2015;Producto dañado o defectuoso;Crédito de la tienda
43996;8348;2;5/2/2015;Producto dañado o defectuoso;Intercambio por variante
92512;6516;10;5/2/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
25047;907;9;5/3/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
50260;6312;10;5/3/2015;Producto o tamaño incorrecto;Intercambio por variante
63193;8257;3;5/3/2015;Producto o tamaño incorrecto;Intercambio por variante
69930;5600;1;5/3/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
1964;14819;2;5/4/2015;Producto o tamaño incorrecto;Crédito de la tienda
85150;9567;11;5/4/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
97046;4932;1;5/4/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
3421;14222;2;5/5/2015;Producto dañado o defectuoso;Intercambio por variante
9078;13588;1;5/5/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
68388;1020;6;5/5/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
96756;9543;2;5/5/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
97211;3031;3;5/5/2015;Cambio de idea o insatisfacción personal;Reembolso
28740;4880;4;5/6/2015;Producto o tamaño incorrecto;Reembolso
45658;2912;2;5/6/2015;Cambio de idea o insatisfacción personal;Reembolso
46569;11502;4;5/6/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
53262;10088;2;5/6/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
74963;13025;2;5/6/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
18590;6084;2;5/7/2015;Producto o tamaño incorrecto;Intercambio por variante
42121;498;7;5/7/2015;Producto dañado o defectuoso;Intercambio por variante
62748;10508;1;5/7/2015;Producto o tamaño incorrecto;Crédito de la tienda
93344;12310;2;5/7/2015;Producto dañado o defectuoso;Reembolso
95728;1138;3;5/7/2015;Producto o tamaño incorrecto;Intercambio por variante
99419;8327;4;5/7/2015;Producto o tamaño incorrecto;Crédito de la tienda
1964;8889;1;5/8/2015;Cambio de idea o insatisfacción personal;Reembolso
7229;5935;1;5/8/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
39262;7867;5;5/8/2015;Cambio de idea o insatisfacción personal;Reembolso
52120;1887;7;5/8/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
75755;10535;2;5/8/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
88281;11325;7;5/8/2015;Producto dañado o defectuoso;Crédito de la tienda
22159;10095;6;5/9/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
41027;7884;3;5/9/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
53998;13605;10;5/9/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
18799;14204;2;5/10/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
20542;7354;5;5/10/2015;Producto dañado o defectuoso;Crédito de la tienda
31761;5322;6;5/10/2015;Producto dañado o defectuoso;Intercambio por variante
34029;611;1;5/10/2015;Producto o tamaño incorrecto;Crédito de la tienda
42112;5672;5;5/10/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
63350;7535;3;5/10/2015;Producto o tamaño incorrecto;Crédito de la tienda
69948;5865;4;5/10/2015;Cambio de idea o insatisfacción personal;Reembolso
78754;11039;1;5/10/2015;Producto o tamaño incorrecto;Intercambio por variante
89775;6599;1;5/10/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
28389;1405;2;5/11/2015;Producto o tamaño incorrecto;Intercambio por variante
37525;8304;8;5/11/2015;Producto o tamaño incorrecto;Intercambio por variante
44518;11877;7;5/11/2015;Producto dañado o defectuoso;Crédito de la tienda
53419;2820;1;5/11/2015;Producto dañado o defectuoso;Crédito de la tienda
77021;8271;1;5/11/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
23909;7026;2;5/12/2015;Producto o tamaño incorrecto;Reembolso
34727;1901;1;5/12/2015;Cambio de idea o insatisfacción personal;Reembolso
90999;9352;5;5/12/2015;Producto dañado o defectuoso;Reembolso
66811;3464;2;5/13/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
90861;10242;4;5/13/2015;Producto o tamaño incorrecto;Crédito de la tienda
6563;13068;3;5/14/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
16201;4097;5;5/14/2015;Producto o tamaño incorrecto;Intercambio por variante
22721;8771;1;5/14/2015;Producto dañado o defectuoso;Intercambio por variante
32271;13249;9;5/14/2015;Producto dañado o defectuoso;Reembolso
32924;3047;1;5/14/2015;Cambio de idea o insatisfacción personal;Reembolso
44470;11484;1;5/14/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
51466;75;1;5/14/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
66988;3692;1;5/14/2015;Cambio de idea o insatisfacción personal;Reembolso
65380;3939;4;5/15/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
372;13147;1;5/16/2015;Producto o tamaño incorrecto;Crédito de la tienda
24281;7074;1;5/16/2015;Cambio de idea o insatisfacción personal;Reembolso
34168;6864;7;5/16/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
37137;801;3;5/16/2015;Cambio de idea o insatisfacción personal;Reembolso
40646;5678;6;5/16/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
88364;5922;6;5/16/2015;Producto dañado o defectuoso;Reembolso
33534;2812;1;5/17/2015;Cambio de idea o insatisfacción personal;Reembolso
68987;4905;4;5/17/2015;Producto o tamaño incorrecto;Intercambio por variante
71947;4898;4;5/17/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
82321;14322;2;5/17/2015;Producto dañado o defectuoso;Intercambio por variante
57562;3819;4;5/18/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
10241;5005;5;5/19/2015;Cambio de idea o insatisfacción personal;Reembolso
10949;8600;7;5/19/2015;Cambio de idea o insatisfacción personal;Reembolso
57197;2357;1;5/19/2015;Cambio de idea o insatisfacción personal;Reembolso
7946;13403;3;5/20/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
20542;775;1;5/20/2015;Producto o tamaño incorrecto;Intercambio por variante
24281;2755;9;5/20/2015;Cambio de idea o insatisfacción personal;Reembolso
24716;10422;1;5/20/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
53380;7266;4;5/20/2015;Producto dañado o defectuoso;Intercambio por variante
76588;5880;1;5/20/2015;Producto o tamaño incorrecto;Crédito de la tienda
81342;962;5;5/20/2015;Producto dañado o defectuoso;Intercambio por variante
88495;6819;5;5/20/2015;Producto o tamaño incorrecto;Intercambio por variante
9642;2408;1;5/21/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
9674;12160;8;5/21/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
38224;4373;4;5/21/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
44207;14387;6;5/21/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
78185;1040;3;5/21/2015;Producto o tamaño incorrecto;Reembolso
91423;4069;2;5/21/2015;Producto dañado o defectuoso;Crédito de la tienda
50330;3467;2;5/22/2015;Cambio de idea o insatisfacción personal;Reembolso
65380;14184;8;5/22/2015;Producto o tamaño incorrecto;Intercambio por variante
68044;6065;9;5/22/2015;Producto dañado o defectuoso;Crédito de la tienda
26082;1395;1;5/23/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
34217;252;2;5/23/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
45060;12174;8;5/23/2015;Producto o tamaño incorrecto;Crédito de la tienda
70415;3056;1;5/23/2015;Producto o tamaño incorrecto;Crédito de la tienda
87826;11206;4;5/23/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
90999;5326;8;5/23/2015;Producto dañado o defectuoso;Crédito de la tienda
15285;8728;5;5/24/2015;Cambio de idea o insatisfacción personal;Reembolso
19636;13385;4;5/24/2015;Producto o tamaño incorrecto;Intercambio por variante
31749;12292;10;5/24/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
44207;3637;6;5/24/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
75960;11708;5;5/24/2015;Producto dañado o defectuoso;Intercambio por variante
275;1954;1;5/25/2015;Producto o tamaño incorrecto;Crédito de la tienda
9575;4121;2;5/25/2015;Producto o tamaño incorrecto;Crédito de la tienda
48101;3013;1;5/25/2015;Producto o tamaño incorrecto;Crédito de la tienda
83515;9823;6;5/25/2015;Producto dañado o defectuoso;Intercambio por variante
99796;330;6;5/25/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
9525;7217;3;5/26/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
22498;3492;2;5/26/2015;Producto o tamaño incorrecto;Crédito de la tienda
48797;11269;9;5/26/2015;Producto dañado o defectuoso;Intercambio por variante
61243;4945;12;5/26/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
68554;13491;6;5/27/2015;Producto o tamaño incorrecto;Crédito de la tienda
77797;14762;2;5/27/2015;Producto dañado o defectuoso;Intercambio por variante
88364;8555;8;5/27/2015;Cambio de idea o insatisfacción personal;Reembolso
72855;11158;1;5/28/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
33444;1462;3;5/29/2015;Producto dañado o defectuoso;Intercambio por variante
52532;13133;1;5/29/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
83064;8678;1;5/29/2015;Producto dañado o defectuoso;Crédito de la tienda
12201;4012;8;5/30/2015;Producto dañado o defectuoso;Intercambio por variante
93953;12905;7;5/30/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
7604;908;1;5/31/2015;Producto o tamaño incorrecto;Reembolso
13129;12385;2;5/31/2015;Producto o tamaño incorrecto;Crédito de la tienda
47511;5946;2;5/31/2015;Producto dañado o defectuoso;Reembolso
89748;5610;11;5/31/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
7604;12145;1;6/1/2015;Producto o tamaño incorrecto;Crédito de la tienda
84261;9416;1;6/1/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
159;964;2;6/2/2015;Producto o tamaño incorrecto;Crédito de la tienda
2241;5828;6;6/2/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
11983;13353;4;6/2/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
30433;13792;4;6/2/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
54465;6035;6;6/2/2015;Producto o tamaño incorrecto;Crédito de la tienda
78385;11332;10;6/2/2015;Producto dañado o defectuoso;Crédito de la tienda
85419;12825;7;6/2/2015;Cambio de idea o insatisfacción personal;Reembolso
94615;78;6;6/2/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
100070;6762;2;6/2/2015;Producto o tamaño incorrecto;Intercambio por variante
7559;9042;1;6/4/2015;Producto o tamaño incorrecto;Intercambio por variante
31632;11021;11;6/4/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
40973;4393;9;6/4/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
42612;7295;3;6/4/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
50455;7979;2;6/4/2015;Producto o tamaño incorrecto;Crédito de la tienda
58185;3215;4;6/4/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
65228;2404;7;6/4/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
67998;13369;2;6/4/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
78384;3412;2;6/4/2015;Producto o tamaño incorrecto;Intercambio por variante
91884;9917;3;6/4/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
93005;9752;3;6/4/2015;Cambio de idea o insatisfacción personal;Reembolso
2241;7031;6;6/5/2015;Producto dañado o defectuoso;Crédito de la tienda
20108;4828;7;6/5/2015;Producto o tamaño incorrecto;Intercambio por variante
100004;151;6;6/5/2015;Producto o tamaño incorrecto;Reembolso
60751;8371;4;6/6/2015;Producto o tamaño incorrecto;Crédito de la tienda
80398;2;5;6/6/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
13217;8711;2;6/7/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
89051;7044;3;6/7/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
38574;14795;6;6/8/2015;Producto dañado o defectuoso;Reembolso
91884;6656;6;6/8/2015;Producto o tamaño incorrecto;Reembolso
384;294;2;6/9/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
2638;13219;1;6/9/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
6383;1282;5;6/9/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
39755;14785;1;6/9/2015;Producto o tamaño incorrecto;Intercambio por variante
40392;4524;7;6/10/2015;Producto dañado o defectuoso;Intercambio por variante
73994;9094;3;6/10/2015;Producto o tamaño incorrecto;Reembolso
92511;7337;8;6/10/2015;Producto dañado o defectuoso;Intercambio por variante
13016;13942;5;6/11/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
47982;7435;4;6/11/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
48468;9242;1;6/11/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
69645;5866;7;6/11/2015;Producto dañado o defectuoso;Intercambio por variante
154;1018;1;6/12/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
14986;3730;7;6/12/2015;Producto o tamaño incorrecto;Intercambio por variante
65542;10282;1;6/12/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
66510;779;3;6/13/2015;Producto dañado o defectuoso;Intercambio por variante
72846;5830;3;6/13/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
74437;4838;2;6/13/2015;Producto o tamaño incorrecto;Intercambio por variante
93532;969;1;6/13/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
94790;3236;2;6/13/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
43212;13159;4;6/14/2015;Producto dañado o defectuoso;Crédito de la tienda
71654;4122;7;6/14/2015;Producto o tamaño incorrecto;Reembolso
86336;5523;5;6/14/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
74868;1636;6;6/15/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
87265;12583;6;6/15/2015;Producto dañado o defectuoso;Reembolso
91921;7245;8;6/16/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
92511;13268;1;6/16/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
34139;11686;2;6/17/2015;Cambio de idea o insatisfacción personal;Reembolso
43212;14009;1;6/17/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
46442;13548;11;6/17/2015;Producto o tamaño incorrecto;Intercambio por variante
84795;14066;6;6/17/2015;Producto o tamaño incorrecto;Reembolso
91681;10068;8;6/17/2015;Producto o tamaño incorrecto;Reembolso
50250;10273;5;6/18/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
82305;53;9;6/18/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
63775;4836;1;6/19/2015;Producto dañado o defectuoso;Reembolso
70262;12499;4;6/19/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
92313;13600;2;6/19/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
98711;9553;8;6/19/2015;Cambio de idea o insatisfacción personal;Reembolso
23184;1;4;6/20/2015;Producto dañado o defectuoso;Reembolso
94584;10306;8;6/20/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
61422;744;2;6/21/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
80022;6380;2;6/21/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
80303;5454;3;6/21/2015;Producto o tamaño incorrecto;Reembolso
92803;13411;10;6/21/2015;Producto dañado o defectuoso;Crédito de la tienda
20261;4826;2;6/22/2015;Producto dañado o defectuoso;Reembolso
20471;8639;3;6/22/2015;Producto dañado o defectuoso;Crédito de la tienda
50204;12668;8;6/22/2015;Producto o tamaño incorrecto;Crédito de la tienda
51448;6453;2;6/22/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
65858;9623;5;6/22/2015;Producto o tamaño incorrecto;Intercambio por variante
66108;111;4;6/22/2015;Producto dañado o defectuoso;Crédito de la tienda
70234;3708;6;6/22/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
42548;13362;1;6/23/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
50250;1330;9;6/23/2015;Producto o tamaño incorrecto;Reembolso
25154;358;3;6/24/2015;Producto dañado o defectuoso;Crédito de la tienda
35936;10861;4;6/24/2015;Producto o tamaño incorrecto;Intercambio por variante
88023;11132;3;6/24/2015;Cambio de idea o insatisfacción personal;Reembolso
94584;4888;7;6/24/2015;Producto o tamaño incorrecto;Intercambio por variante
18382;5046;4;6/25/2015;Producto o tamaño incorrecto;Reembolso
37491;8507;4;6/25/2015;Producto dañado o defectuoso;Intercambio por variante
59582;8941;9;6/25/2015;Cambio de idea o insatisfacción personal;Reembolso
91651;12746;4;6/26/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
92629;2864;2;6/26/2015;Producto dañado o defectuoso;Intercambio por variante
91389;8037;7;6/27/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
18990;8743;6;6/28/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
81051;13023;2;6/28/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
94156;11364;2;6/28/2015;Producto o tamaño incorrecto;Reembolso
81795;14319;5;6/29/2015;Producto dañado o defectuoso;Crédito de la tienda
89821;4967;1;6/29/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
97813;5214;3;6/29/2015;Producto dañado o defectuoso;Reembolso
21381;7677;1;6/30/2015;Producto dañado o defectuoso;Crédito de la tienda
41719;9152;2;6/30/2015;Producto o tamaño incorrecto;Intercambio por variante
42080;7858;3;6/30/2015;Cambio de idea o insatisfacción personal;Reembolso
60697;11822;1;6/30/2015;Producto o tamaño incorrecto;Crédito de la tienda
64901;6734;4;6/30/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
71468;14305;2;6/30/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
75228;14752;4;6/30/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
6026;11267;3;7/1/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
8065;3544;3;7/1/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
10501;6433;5;7/1/2015;Producto o tamaño incorrecto;Intercambio por variante
17006;7492;8;7/1/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
17717;10095;2;7/1/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
54864;7871;1;7/1/2015;Producto dañado o defectuoso;Crédito de la tienda
67957;11891;2;7/1/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
70262;2505;1;7/1/2015;Producto o tamaño incorrecto;Crédito de la tienda
87254;5777;1;7/1/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
3886;9838;7;7/2/2015;Producto o tamaño incorrecto;Reembolso
41512;12830;10;7/2/2015;Producto o tamaño incorrecto;Intercambio por variante
45103;12339;5;7/2/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
50881;9217;2;7/2/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
91651;1330;5;7/2/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
99227;1407;4;7/2/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
10313;8070;1;7/3/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
21914;9379;2;7/3/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
30761;13232;2;7/3/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
47492;13253;3;7/3/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
52594;3399;3;7/3/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
72593;9532;9;7/3/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
85508;8061;1;7/3/2015;Producto dañado o defectuoso;Intercambio por variante
91321;954;1;7/3/2015;Producto dañado o defectuoso;Intercambio por variante
91746;1415;3;7/3/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
96866;812;1;7/3/2015;Producto dañado o defectuoso;Reembolso
7771;2209;9;7/4/2015;Producto dañado o defectuoso;Reembolso
26567;3334;2;7/4/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
69844;12149;2;7/4/2015;Producto dañado o defectuoso;Crédito de la tienda
71468;10425;2;7/4/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
88816;11660;1;7/4/2015;Producto o tamaño incorrecto;Crédito de la tienda
98411;12780;6;7/4/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
1741;8150;7;7/5/2015;Producto dañado o defectuoso;Crédito de la tienda
50204;2443;6;7/5/2015;Producto o tamaño incorrecto;Intercambio por variante
84399;2576;3;7/5/2015;Producto dañado o defectuoso;Intercambio por variante
38838;6157;2;7/6/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
65513;4689;1;7/6/2015;Producto dañado o defectuoso;Reembolso
80447;13617;5;7/6/2015;Producto o tamaño incorrecto;Intercambio por variante
24016;12950;8;7/7/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
47039;1443;3;7/7/2015;Producto o tamaño incorrecto;Intercambio por variante
66526;11595;1;7/7/2015;Producto dañado o defectuoso;Reembolso
69334;4175;3;7/7/2015;Producto o tamaño incorrecto;Reembolso
93104;6557;1;7/7/2015;Cambio de idea o insatisfacción personal;Reembolso
99735;5134;1;7/7/2015;Producto dañado o defectuoso;Reembolso
5702;7005;1;7/8/2015;Producto o tamaño incorrecto;Intercambio por variante
14764;9974;3;7/8/2015;Producto o tamaño incorrecto;Intercambio por variante
15363;1348;1;7/8/2015;Producto dañado o defectuoso;Reembolso
62185;9340;11;7/8/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
5229;992;4;7/9/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
15109;5932;1;7/9/2015;Producto dañado o defectuoso;Reembolso
19305;13239;1;7/9/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
20016;3499;5;7/9/2015;Cambio de idea o insatisfacción personal;Reembolso
32029;1250;5;7/9/2015;Producto dañado o defectuoso;Reembolso
43972;11619;3;7/9/2015;Producto dañado o defectuoso;Intercambio por nuevos productos
79111;2760;6;7/9/2015;Producto o tamaño incorrecto;Intercambio por variante
88033;7205;1;7/9/2015;Producto dañado o defectuoso;Reembolso
91335;1119;1;7/9/2015;Producto o tamaño incorrecto;Reembolso
94983;11427;2;7/9/2015;Producto dañado o defectuoso;Crédito de la tienda
26979;3708;3;7/10/2015;Producto o tamaño incorrecto;Reembolso
63747;8556;8;7/10/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
5058;3486;4;7/11/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
14145;6483;7;7/11/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
14740;4001;1;7/11/2015;Producto o tamaño incorrecto;Reembolso
41512;4600;1;7/11/2015;Cambio de idea o insatisfacción personal;Reembolso
71660;7284;3;7/11/2015;Producto o tamaño incorrecto;Crédito de la tienda
81908;7859;4;7/11/2015;Producto dañado o defectuoso;Reembolso
16415;5098;1;7/12/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
21126;8070;2;7/12/2015;Cambio de idea o insatisfacción personal;Crédito de la tienda
34413;8461;6;7/12/2015;Producto dañado o defectuoso;Crédito de la tienda
17979;8073;2;7/13/2015;Cambio de idea o insatisfacción personal;Reembolso
27859;12044;2;7/13/2015;Cambio de idea o insatisfacción personal;Intercambio por variante
43673;3753;8;7/13/2015;Producto o tamaño incorrecto;Intercambio por variante
53779;2423;4;7/13/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
55945;897;1;7/13/2015;Producto dañado o defectuoso;Reembolso
57847;3352;10;7/13/2015;Producto o tamaño incorrecto;Reembolso
98924;6548;12;7/13/2015;Producto o tamaño incorrecto;Intercambio por nuevos productos
10062;5121;7;7/14/2015;Producto dañado o defectuoso;Crédito de la tienda
20747;2505;5;7/14/2015;Producto dañado o defectuoso;Intercambio por variante
51178;2031;1;7/14/2015;Producto dañado o defectuoso;Reembolso
80447;6474;1;7/14/2015;Cambio de idea o insatisfacción personal;Intercambio por nuevos productos
